iter	RMSE
413	31.65269607
414	31.64394982
415	31.62205784
416	31.61093249
417	31.60555331
418	31.59796229
419	31.58613682
420	31.58078533
421	31.56897665
422	31.5598974
423	31.55468949
424	31.54960877
425	31.54085417
426	31.52703546
427	31.51784354
428	31.51462998
429	31.50097298
430	31.4900909
431	31.47893595
432	31.47803366
433	31.46328806
434	31.4624506
435	31.46154021
436	31.45275427
437	31.43546237
438	31.42895562
439	31.41708347
440	31.41366697
441	31.4006033
442	31.39211974
443	31.38356866
444	31.38071885
445	31.36719085
446	31.35963132
447	31.35705744
448	31.34923572
449	31.33449656
450	31.32723655
451	31.32118279
452	31.31652035
453	31.31570398
454	31.30562331
455	31.29706702
456	31.28813646
457	31.27575135
458	31.27148907
459	31.2664226
460	31.25629718
461	31.23733133
462	31.21493536
463	31.20234419
464	31.20026521
465	31.19870035
466	31.18675775
467	31.18603126
468	31.17870732
469	31.16171136
470	31.15879125
471	31.15348942
472	31.14757493
473	31.13380629
474	31.13201825
475	31.12319656
476	31.11885406
477	31.11359455
478	31.10269335
479	31.10125029
480	31.10033596
481	31.08455858
482	31.08220586
483	31.07591167
484	31.07499747
485	31.06618435
486	31.06237172
487	31.05370876
488	31.04407098
489	31.02762469
490	31.02043372
491	31.00884322
492	30.9890704
493	30.9802883
494	30.97244438
495	30.96474227
496	30.9567346
497	30.94606185
498	30.93929799
499	30.91817939
500	30.904541
501	30.89777909
502	30.89050639
503	30.87588221
504	30.86903589
505	30.86628295
506	30.86175929
507	30.85246592
508	30.83874937
509	30.82878768
510	30.82077112
511	30.81428967
512	30.80824181
513	30.80172397
514	30.79697013
515	30.7903973
516	30.7668308
517	30.75778694
518	30.75210964
519	30.74397059
520	30.73156553
521	30.71427834
522	30.71034134
523	30.69537696
524	30.69284654
525	30.68117989
526	30.66972076
527	30.66523429
528	30.6588802
529	30.65186546
530	30.64767432
531	30.64094568
532	30.63252066
533	30.62303723
534	30.61733696
535	30.61074766
536	30.60430237
537	30.5936926
538	30.58120733
539	30.57609424
540	30.56757396
541	30.56252087
542	30.55339949
543	30.54476251
544	30.53796653
545	30.5334094
546	30.52071267
547	30.5170645
548	30.51262704
549	30.50385307
550	30.49555305
551	30.48534843
552	30.47699032
553	30.47171794
554	30.46502936
555	30.45870242
556	30.45354998
557	30.4484438
558	30.43870419
559	30.43279884
560	30.42997578
561	30.42413545
562	30.41754579
563	30.40894596
564	30.40518486
565	30.39872923
566	30.38987551
567	30.38402774
568	30.38064633
569	30.37550571
570	30.37053383
571	30.36844112
572	30.35726318
573	30.35077016
574	30.34341098
575	30.33011239
576	30.32234602
577	30.30610681
578	30.29979254
579	30.29463115
580	30.29100017
581	30.28374469
582	30.27843499
583	30.27003762
584	30.26478033
585	30.25539067
586	30.25327264
587	30.2465482
588	30.24182316
589	30.23721767
590	30.23067515
591	30.22734284
592	30.22056286
593	30.21227553
594	30.20612352
595	30.19933344
596	30.19323367
597	30.17931992
598	30.17061644
599	30.15929814
600	30.15413174
601	30.14765758
602	30.14175265
603	30.13523699
604	30.12885573
605	30.12127343
606	30.11609999
607	30.11242217
608	30.11101602
609	30.10572688
610	30.09960544
611	30.09203178
612	30.08630172
613	30.0818889
614	30.07551692
615	30.06420826
616	30.06067842
617	30.05073032
618	30.04547787
619	30.03989448
620	30.03420645
621	30.03111465
622	30.02143337
623	30.01430249
624	30.00938221
625	30.007454
626	29.99932706
627	29.99232833
628	29.98360174
629	29.98080403
630	29.97625784
631	29.96980116
632	29.96545932
633	29.95940267
634	29.94929388
635	29.93973877
636	29.93592967
637	29.93404915
638	29.92625806
639	29.9206908
640	29.919131
641	29.91137855
642	29.90249613
643	29.89301536
644	29.88642534
645	29.88258027
646	29.88048644
647	29.87655549
648	29.87278359
649	29.86871736
650	29.85854623
651	29.85291635
652	29.84768839
653	29.83251957
654	29.82657732
655	29.82199178
656	29.82041165
657	29.81368341
658	29.81227835
659	29.79879963
660	29.7922981
661	29.78278861
662	29.77389203
663	29.76695811
664	29.75989566
665	29.75453518
666	29.74701409
667	29.73964008
668	29.72546636
669	29.71872175
670	29.71324965
671	29.70749289
672	29.70321557
673	29.69518502
674	29.69021478
675	29.68478414
676	29.67980178
677	29.67363476
678	29.67015155
679	29.66706708
680	29.6631295
681	29.65292504
682	29.64334252
683	29.63962699
684	29.63804587
685	29.63406833
686	29.62669573
687	29.61941091
688	29.61502839
689	29.61122804
690	29.6057783
691	29.59945388
692	29.59200489
693	29.58487682
694	29.57665669
695	29.56418485
696	29.56128505
697	29.55316964
698	29.54761408
699	29.54101453
700	29.53087314
701	29.52260443
702	29.51103375
703	29.50764403
704	29.50149813
705	29.49981264
706	29.49225811
707	29.48699892
708	29.48173832
709	29.47624861
710	29.46561911
711	29.46062105
712	29.44810457
713	29.44357913
714	29.44098553
715	29.43769902
716	29.42596166
717	29.42483983
718	29.41379937
719	29.40659967
720	29.39606142
721	29.39194008
722	29.38523695
723	29.3759967
724	29.37126211
725	29.36583876
726	29.36173228
727	29.35899061
728	29.35505689
729	29.34758026
730	29.34225156
731	29.3354571
732	29.32865055
733	29.32804838
734	29.31908487
735	29.31407016
736	29.31270152
737	29.30522094
738	29.30443731
739	29.30153851
740	29.29700761
741	29.29129466
742	29.28513211
743	29.28016367
744	29.27227452
745	29.27094606
746	29.26866859
747	29.26323606
748	29.25787214
749	29.25610594
750	29.25173157
751	29.24901774
752	29.24521473
753	29.24209067
754	29.23666217
755	29.23067773
756	29.22634955
757	29.21823796
758	29.21405988
759	29.20268338
760	29.1962255
761	29.19243684
762	29.18815003
763	29.18140257
764	29.17809283
765	29.17543049
766	29.1698169
767	29.16172322
768	29.15592196
769	29.14910675
770	29.14337274
771	29.13756906
772	29.1330961
773	29.127247
774	29.11808067
775	29.11148789
776	29.09983917
777	29.09862256
778	29.09608784
779	29.08529302
780	29.07297128
781	29.06875793
782	29.06418408
783	29.05960723
784	29.03836607
785	29.03399978
786	29.03160051
787	29.02844398
788	29.02440061
789	29.02199122
790	29.0197359
791	29.01073843
792	29.0032003
793	29.00092067
794	28.99107532
795	28.98903737
796	28.98024659
797	28.97688648
798	28.97370691
799	28.97121516
800	28.96862517
801	28.9669357
802	28.95793743
803	28.93848787
804	28.93338075
805	28.92729044
806	28.92509455
807	28.92254145
808	28.92176814
809	28.91939251
810	28.91047814
811	28.9043759
812	28.90246869
813	28.8948643
814	28.88640573
815	28.88218459
816	28.87660566
817	28.87401058
818	28.86840653
819	28.86835585
820	28.86613948
821	28.85480555
822	28.84702327
823	28.84329489
824	28.83738043
825	28.83033823
826	28.82459464
827	28.82049269
828	28.81699457
829	28.81450302
830	28.81315654
831	28.81045957
832	28.8083356
833	28.80128827
834	28.79757095
835	28.79568355
836	28.7911431
837	28.79112162
838	28.78980994
839	28.77801456
840	28.76703818
841	28.76214219
842	28.75780187
843	28.75287907
844	28.74794337
845	28.74203423
846	28.74059798
847	28.73784856
848	28.73759608
849	28.73156115
850	28.72633868
851	28.72474375
852	28.71890498
853	28.7084737
854	28.70823289
855	28.70815267
856	28.70502
857	28.6996853
858	28.69600704
859	28.69529704
860	28.68725893
861	28.68094662
862	28.6809333
863	28.67910425
864	28.67655848
865	28.66959938
866	28.6654486
867	28.66246421
868	28.65724489
869	28.65368484
870	28.6476087
871	28.64343856
872	28.63797829
873	28.63247342
874	28.62641066
875	28.61640843
876	28.6129106
877	28.61219831
878	28.60569223
879	28.59802276
880	28.59256321
881	28.58728132
882	28.58113845
883	28.57620927
884	28.57159161
885	28.56393126
886	28.56299695
887	28.55588495
888	28.54910317
889	28.54206621
890	28.53519638
891	28.52875332
892	28.52116877
893	28.51644781
894	28.51052235
895	28.50617468
896	28.50233908
897	28.50033901
898	28.49425258
899	28.4897886
900	28.48459241
901	28.4786243
902	28.47691111
903	28.47290992
904	28.46803895
905	28.46400568
906	28.45966084
907	28.45965024
908	28.4579282
909	28.45537562
910	28.4497276
911	28.44392425
912	28.43950013
913	28.43880268
914	28.43338984
915	28.42871391
916	28.42870383
917	28.42608303
918	28.41535972
919	28.4120678
920	28.40902179
921	28.3972702
922	28.3929721
923	28.38148236
924	28.37762146
925	28.37224976
926	28.36598701
927	28.3609454
928	28.35285048
929	28.35062745
930	28.33929225
931	28.33331109
932	28.3246598
933	28.31852756
934	28.31480661
935	28.30939675
936	28.3050835
937	28.29902161
938	28.29622758
939	28.29037688
940	28.28458117
941	28.2845706
942	28.28117905
943	28.27985372
944	28.27515401
945	28.26814744
946	28.26415059
947	28.26414051
948	28.26384189
949	28.25556448
950	28.25212605
951	28.24823407
952	28.24213141
953	28.23046934
954	28.22701932
955	28.21859296
956	28.21423385
957	28.21048216
958	28.207457
959	28.20179539
960	28.19394367
961	28.18525473
962	28.18023955
963	28.17617098
964	28.17175556
965	28.16301622
966	28.15965215
967	28.15713679
968	28.15299934
969	28.14232241
970	28.13580579
971	28.13197252
972	28.12811103
973	28.12652052
974	28.12171903
975	28.11720935
976	28.11452704
977	28.10747346
978	28.0958404
979	28.09347594
980	28.08741994
981	28.0827297
982	28.07998721
983	28.07810293
984	28.07563832
985	28.07402839
986	28.0690869
987	28.06125564
988	28.05812125
989	28.05467881
990	28.05042619
991	28.04163137
992	28.04092403
993	28.03827853
994	28.03522527
995	28.03425747
996	28.02929364
997	28.02638642
998	28.02266822
999	28.01737557
